mode,layer,class_name,rel_l2,mae,mse,cosine,samples
outdated,p5,motorcycle,0.6921621565857241,0.44434133444422036,0.36660010888371414,0.6932113071282705,93
outdated,p5,bicycle,0.7104337484184708,0.48376828085439805,0.45935965638911613,0.6534950001857432,331
pred,p2,person,0.6569395583689659,0.5201186529939014,0.5695008706148166,0.6863367604501104,401
pred,p2,rider,0.6968483291124637,0.5450755438137903,0.6191769296251856,0.6468035884085571,253
pred,p2,car,0.5813755472989511,0.5927973107812794,0.7296525705410908,0.7478846130292536,478
pred,p2,truck,0.7011587793007493,0.635738525353372,0.7998518262989819,0.6561344665940851,80
pred,p2,bus,0.6405116925636928,0.6236724140246709,0.7779884384572506,0.7051254626984398,75
pred,p2,train,0.5976517098871145,0.6233161091804504,0.7737394307147373,0.7563178756020286,22
pred,p2,motorcycle,0.6986664600910679,0.5487856207996287,0.6023274296794527,0.6504722811351781,93
pred,p2,bicycle,0.6965018168451923,0.5796014837853137,0.6874833803235629,0.654641241911416,331
pred,p3,person,0.639074420431011,0.47449535187194475,0.4694658848817026,0.6984319699779524,401
pred,p3,rider,0.6730539933612696,0.49656102338091657,0.5107575318860736,0.6665420108548413,253
pred,p3,car,0.6122782455297444,0.5484643692314375,0.6248066976420955,0.7142256162846344,478
pred,p3,truck,0.705018637701869,0.5740623624995351,0.6515787452459335,0.6502674044982996,80
pred,p3,bus,0.6668571197986602,0.5694639833768209,0.6467831258972486,0.6780782901247342,75
pred,p3,train,0.6344962147149172,0.5594230185855519,0.6197005727074363,0.7216880104758523,22
pred,p3,motorcycle,0.6651702140287686,0.49942651310915587,0.4927277698391868,0.6807339562163237,93
pred,p3,bicycle,0.6889759108784336,0.5316673736467823,0.5766053502574519,0.652935228991432,331
pred,p4,person,0.6387838617598921,0.47866952317091,0.4651331788514209,0.7026402619231883,401
pred,p4,rider,0.6636362543160265,0.49939660704418604,0.5030061990803056,0.6808355071732826,253
pred,p4,car,0.6299775082103628,0.5755421314622319,0.6780076634750611,0.6951537982299613,478
pred,p4,truck,0.7108299730345606,0.5788131793960929,0.6617633253335953,0.6436014071688987,80
pred,p4,bus,0.6859877882401149,0.6023724170525869,0.7156101723512014,0.6514138794690371,75
pred,p4,train,0.6699280427260832,0.5934552218426358,0.6953823317519643,0.6782881505787373,22
pred,p4,motorcycle,0.6570985408559922,0.5133974699563878,0.5119733379012154,0.6927225622799127,93
pred,p4,bicycle,0.6865822387651014,0.5433659886215388,0.5937069251182351,0.652607184477443,331
pred,p5,person,0.6723370026620547,0.4412302786015216,0.3792611801174662,0.6950202858252009,401
pred,p5,rider,0.6890107910388072,0.43392148410732095,0.36905662436406367,0.6881840485534649,253
pred,p5,car,0.6619460044982044,0.5708408843585637,0.6645152428495273,0.6776640811101163,478
pred,p5,truck,0.728687708452344,0.5352772403508425,0.5748139145318418,0.6440186208114028,80
pred,p5,bus,0.7017385015885035,0.5776083715756735,0.6690434963504474,0.6470541076920927,75
pred,p5,train,0.7003474330360239,0.596814442764629,0.7095675520937551,0.6485025703229688,22
pred,p5,motorcycle,0.6849305580059687,0.44047095650626766,0.3625165150370649,0.7005060126063645,93
pred,p5,bicycle,0.7100440292560082,0.48348345427444694,0.4585072865985401,0.6555357469890121,331
